Module	Section	Sample Name	Source
FastQC	all_sections	NGS069-24-ITS2-5_S211_L001_R1_001	/Users/adrian/Downloads/GenoScribe/2-pipelines/3-metagenomic/work/72/f500fff0e2707c0244c43e867cd057/Pre_fastqc_results/NGS069-24-ITS2-5_S211_L001_R1_001_fastqc.zip
FastQC	all_sections	NGS069-24-ITS2-5_S211_L001_R2_001	/Users/adrian/Downloads/GenoScribe/2-pipelines/3-metagenomic/work/72/f500fff0e2707c0244c43e867cd057/Pre_fastqc_results/NGS069-24-ITS2-5_S211_L001_R2_001_fastqc.zip
FastQC	all_sections	NGS069-24-ITS2-6_S215_L001_R1_001	/Users/adrian/Downloads/GenoScribe/2-pipelines/3-metagenomic/work/72/f500fff0e2707c0244c43e867cd057/Pre_fastqc_results/NGS069-24-ITS2-6_S215_L001_R1_001_fastqc.zip
FastQC	all_sections	NGS069-24-ITS2-6_S215_L001_R2_001	/Users/adrian/Downloads/GenoScribe/2-pipelines/3-metagenomic/work/72/f500fff0e2707c0244c43e867cd057/Pre_fastqc_results/NGS069-24-ITS2-6_S215_L001_R2_001_fastqc.zip
FastQC	all_sections	NGS069-24-ITS2-7_S220_L001_R1_001	/Users/adrian/Downloads/GenoScribe/2-pipelines/3-metagenomic/work/72/f500fff0e2707c0244c43e867cd057/Pre_fastqc_results/NGS069-24-ITS2-7_S220_L001_R1_001_fastqc.zip
FastQC	all_sections	NGS069-24-ITS2-7_S220_L001_R2_001	/Users/adrian/Downloads/GenoScribe/2-pipelines/3-metagenomic/work/72/f500fff0e2707c0244c43e867cd057/Pre_fastqc_results/NGS069-24-ITS2-7_S220_L001_R2_001_fastqc.zip
FastQC	all_sections	NGS069-24-ITS2-8_S225_L001_R1_001	/Users/adrian/Downloads/GenoScribe/2-pipelines/3-metagenomic/work/72/f500fff0e2707c0244c43e867cd057/Pre_fastqc_results/NGS069-24-ITS2-8_S225_L001_R1_001_fastqc.zip
FastQC	all_sections	NGS069-24-ITS2-8_S225_L001_R2_001	/Users/adrian/Downloads/GenoScribe/2-pipelines/3-metagenomic/work/72/f500fff0e2707c0244c43e867cd057/Pre_fastqc_results/NGS069-24-ITS2-8_S225_L001_R2_001_fastqc.zip
FastQC	all_sections	NGS069-24-ITS2-9_S193_L001_R1_001	/Users/adrian/Downloads/GenoScribe/2-pipelines/3-metagenomic/work/72/f500fff0e2707c0244c43e867cd057/Pre_fastqc_results/NGS069-24-ITS2-9_S193_L001_R1_001_fastqc.zip
FastQC	all_sections	NGS069-24-ITS2-9_S193_L001_R2_001	/Users/adrian/Downloads/GenoScribe/2-pipelines/3-metagenomic/work/72/f500fff0e2707c0244c43e867cd057/Pre_fastqc_results/NGS069-24-ITS2-9_S193_L001_R2_001_fastqc.zip
