Module	Section	Sample Name	Source
FastQC	all_sections	NGS069-23_18S_31_S106_L001_R2_001	/Users/adrian/Downloads/GenoScribe/2-pipelines/3-metagenomic/work/58/2059b42e92498a922e2cf4ecb838d7/Pre_fastqc_results/NGS069-23_18S_31_S106_L001_R2_001_fastqc.zip
FastQC	all_sections	NGS069-23_18S_32_S110_L001_R1_001	/Users/adrian/Downloads/GenoScribe/2-pipelines/3-metagenomic/work/58/2059b42e92498a922e2cf4ecb838d7/Pre_fastqc_results/NGS069-23_18S_32_S110_L001_R1_001_fastqc.zip
FastQC	all_sections	NGS069-23_18S_32_S110_L001_R2_001	/Users/adrian/Downloads/GenoScribe/2-pipelines/3-metagenomic/work/58/2059b42e92498a922e2cf4ecb838d7/Pre_fastqc_results/NGS069-23_18S_32_S110_L001_R2_001_fastqc.zip
FastQC	all_sections	NGS069-23_18S_35_S89_L001_R1_001	/Users/adrian/Downloads/GenoScribe/2-pipelines/3-metagenomic/work/58/2059b42e92498a922e2cf4ecb838d7/Pre_fastqc_results/NGS069-23_18S_35_S89_L001_R1_001_fastqc.zip
FastQC	all_sections	NGS069-23_18S_35_S89_L001_R2_001	/Users/adrian/Downloads/GenoScribe/2-pipelines/3-metagenomic/work/58/2059b42e92498a922e2cf4ecb838d7/Pre_fastqc_results/NGS069-23_18S_35_S89_L001_R2_001_fastqc.zip
FastQC	all_sections	NGS069-23_18S_36_S94_L001_R1_001	/Users/adrian/Downloads/GenoScribe/2-pipelines/3-metagenomic/work/58/2059b42e92498a922e2cf4ecb838d7/Pre_fastqc_results/NGS069-23_18S_36_S94_L001_R1_001_fastqc.zip
FastQC	all_sections	NGS069-23_18S_36_S94_L001_R2_001	/Users/adrian/Downloads/GenoScribe/2-pipelines/3-metagenomic/work/58/2059b42e92498a922e2cf4ecb838d7/Pre_fastqc_results/NGS069-23_18S_36_S94_L001_R2_001_fastqc.zip
FastQC	all_sections	NGS069-24-18S-1_S1_L001_R1_001	/Users/adrian/Downloads/GenoScribe/2-pipelines/3-metagenomic/work/58/2059b42e92498a922e2cf4ecb838d7/Pre_fastqc_results/NGS069-24-18S-1_S1_L001_R1_001_fastqc.zip
FastQC	all_sections	NGS069-24-18S-1_S1_L001_R2_001	/Users/adrian/Downloads/GenoScribe/2-pipelines/3-metagenomic/work/58/2059b42e92498a922e2cf4ecb838d7/Pre_fastqc_results/NGS069-24-18S-1_S1_L001_R2_001_fastqc.zip
FastQC	all_sections	NGS069-24-18S-2_S7_L001_R1_001	/Users/adrian/Downloads/GenoScribe/2-pipelines/3-metagenomic/work/58/2059b42e92498a922e2cf4ecb838d7/Pre_fastqc_results/NGS069-24-18S-2_S7_L001_R1_001_fastqc.zip
FastQC	all_sections	NGS069-24-18S-2_S7_L001_R2_001	/Users/adrian/Downloads/GenoScribe/2-pipelines/3-metagenomic/work/58/2059b42e92498a922e2cf4ecb838d7/Pre_fastqc_results/NGS069-24-18S-2_S7_L001_R2_001_fastqc.zip
FastQC	all_sections	NGS069-24-18S-3_S12_L001_R1_001	/Users/adrian/Downloads/GenoScribe/2-pipelines/3-metagenomic/work/58/2059b42e92498a922e2cf4ecb838d7/Pre_fastqc_results/NGS069-24-18S-3_S12_L001_R1_001_fastqc.zip
FastQC	all_sections	NGS069-24-18S-3_S12_L001_R2_001	/Users/adrian/Downloads/GenoScribe/2-pipelines/3-metagenomic/work/58/2059b42e92498a922e2cf4ecb838d7/Pre_fastqc_results/NGS069-24-18S-3_S12_L001_R2_001_fastqc.zip
FastQC	all_sections	NGS069-24-18S-4_S17_L001_R1_001	/Users/adrian/Downloads/GenoScribe/2-pipelines/3-metagenomic/work/58/2059b42e92498a922e2cf4ecb838d7/Pre_fastqc_results/NGS069-24-18S-4_S17_L001_R1_001_fastqc.zip
FastQC	all_sections	NGS069-24-18S-4_S17_L001_R2_001	/Users/adrian/Downloads/GenoScribe/2-pipelines/3-metagenomic/work/58/2059b42e92498a922e2cf4ecb838d7/Pre_fastqc_results/NGS069-24-18S-4_S17_L001_R2_001_fastqc.zip
FastQC	all_sections	NGS069-24-18S-5_S21_L001_R1_001	/Users/adrian/Downloads/GenoScribe/2-pipelines/3-metagenomic/work/58/2059b42e92498a922e2cf4ecb838d7/Pre_fastqc_results/NGS069-24-18S-5_S21_L001_R1_001_fastqc.zip
FastQC	all_sections	NGS069-24-18S-5_S21_L001_R2_001	/Users/adrian/Downloads/GenoScribe/2-pipelines/3-metagenomic/work/58/2059b42e92498a922e2cf4ecb838d7/Pre_fastqc_results/NGS069-24-18S-5_S21_L001_R2_001_fastqc.zip
FastQC	all_sections	NGS069-24-18S-6_S25_L001_R1_001	/Users/adrian/Downloads/GenoScribe/2-pipelines/3-metagenomic/work/58/2059b42e92498a922e2cf4ecb838d7/Pre_fastqc_results/NGS069-24-18S-6_S25_L001_R1_001_fastqc.zip
FastQC	all_sections	NGS069-24-18S-6_S25_L001_R2_001	/Users/adrian/Downloads/GenoScribe/2-pipelines/3-metagenomic/work/58/2059b42e92498a922e2cf4ecb838d7/Pre_fastqc_results/NGS069-24-18S-6_S25_L001_R2_001_fastqc.zip
FastQC	all_sections	NGS069-24-18S-7_S30_L001_R1_001	/Users/adrian/Downloads/GenoScribe/2-pipelines/3-metagenomic/work/58/2059b42e92498a922e2cf4ecb838d7/Pre_fastqc_results/NGS069-24-18S-7_S30_L001_R1_001_fastqc.zip
FastQC	all_sections	NGS069-24-18S-7_S30_L001_R2_001	/Users/adrian/Downloads/GenoScribe/2-pipelines/3-metagenomic/work/58/2059b42e92498a922e2cf4ecb838d7/Pre_fastqc_results/NGS069-24-18S-7_S30_L001_R2_001_fastqc.zip
FastQC	all_sections	NGS069-24-18S-8_S35_L001_R1_001	/Users/adrian/Downloads/GenoScribe/2-pipelines/3-metagenomic/work/58/2059b42e92498a922e2cf4ecb838d7/Pre_fastqc_results/NGS069-24-18S-8_S35_L001_R1_001_fastqc.zip
FastQC	all_sections	NGS069-24-18S-8_S35_L001_R2_001	/Users/adrian/Downloads/GenoScribe/2-pipelines/3-metagenomic/work/58/2059b42e92498a922e2cf4ecb838d7/Pre_fastqc_results/NGS069-24-18S-8_S35_L001_R2_001_fastqc.zip
FastQC	all_sections	NGS069-24-18S-9_S2_L001_R1_001	/Users/adrian/Downloads/GenoScribe/2-pipelines/3-metagenomic/work/58/2059b42e92498a922e2cf4ecb838d7/Pre_fastqc_results/NGS069-24-18S-9_S2_L001_R1_001_fastqc.zip
FastQC	all_sections	NGS069-24-18S-9_S2_L001_R2_001	/Users/adrian/Downloads/GenoScribe/2-pipelines/3-metagenomic/work/58/2059b42e92498a922e2cf4ecb838d7/Pre_fastqc_results/NGS069-24-18S-9_S2_L001_R2_001_fastqc.zip
